0,1,2,3,4,5,6,7,8,9,10
Harrison,Ohio,"17,447","15,622",00-0000000.000,10-0000001.000,N/A,Cadiz,1813,411,38
Henry,Ohio,"19,266","28,092",00-000000-000,10-000010-000,http://www.henrycountyohio.com/,Napoleon,1820,420,67
Highland,Ohio,"32,316","43,299",0 – – 0-0 .,1 – – 1-7 .,http://www.co.highland.oh.us,Hillsboro,1805,558,78
Hocking,Ohio,"20,861","28,665",00-000000.0000,10-000001.0000,http://www.co.hocking.oh.us/,Logan,1818,424,68
Holmes,Ohio,"27,435","43,593",00-00000.000,10-00001.000,http://www.co.holmes.oh.us/,Millersburg,1824,424,103
Huron,Ohio,"40,975","58,889",00,10,http://www.hccommissioners.com,Norwalk,1815,495,119
Jackson,Ohio,"32,115","32,783",000-000-00-000-00,115-004-00-086-02,http://www.jacksoncountygovernment.org,Jackson,1816,422,78
Jefferson,Ohio,"59,150","67,964",00-00000-000,10-02142-000,http://www.jeffersoncountyoh.com,Steubenville,1797,411,165
Knox,Ohio,"41,106","60,810",00-00000.000,10-00001.000,http://www.co.knox.oh.us/,Mount Vernon,1808,530,115
Lake,Ohio,"110,448","229,857",00-0-000-0-00-000-0,10-1-930-2-00-800-0,http://www.lakecountyohio.gov/,Painesville,1840,979,235
Lawrence,Ohio,"56,998","61,917",00-000-0000-000,10-001-0100-000,http://www.lawrencecountyohio.org/,Ironton,1815,457,135
Licking,Ohio,"92,322","168,375",0-000000,1-125874,http://www.lcounty.com,Newark,1808,687,245
Logan,Ohio,"36,434","45,481",00-000-00-00-000-000,10-088-00-00-031-000,http://www.co.logan.oh.us/,Bellefontaine,1817,467,97
Lorain,Ohio,"187,975","302,827",00-00-000-000-000,10-00-001-101-004,http://www.loraincounty.us,Elyria,1822,923,328
Lucas,Ohio,"206,177","436,393",00-00000,10-00002,http://www.co.lucas.oh.us,Toledo,1835,596,732
Madison,Ohio,"23,286","43,277",00- 0.000,10- 0.017,http://www.co.madison.oh.us,London,1810,467,93
Mahoning,Ohio,"161,299","233,869",00-000-0-000.00-0,10-040-0-004.01-0,http://www.mahoningcountyoh.gov/,Youngstown,1846,425,550
Marion,Ohio,"38,675","65,905",00–00000..000,10–17000..210,http://www.co.marion.oh.us,Marion,1820,404,163
Medina,Ohio,"128,802","174,915",00-000-00-000,10-025-00-004,http://www.co.medina.oh.us,Medina,1812,423,413
Meigs,Ohio,"29,399","23,496",0000000000,1000001000,http://www.meigscountyohio.com/,Pomeroy,1819,433,54
Mercer,Ohio,"26,997","40,784",00-000000.0000,10-000000.0000,http://www.mercercountyohio.org,Celina,1820,473,86
Miami,Ohio,"48,410","103,439",00000000,15001440,http://www.co.miami.oh.us/,Troy,1807,410,253
Monroe,Ohio,"16,866","14,585",00-000001.0000,10-001001.0000,http://www.monroecountyohio.com/,Woodsfield,1813,457,32
Montgomery,Ohio,"275,014","535,846",000-0000-0000,101-0310-0160,http://www.co.montgomery.oh.us/,Dayton,1803,464,1154
Morgan,Ohio,"19,414","14,904",000-000-000-0,100-000-010-0,http://www.morgancounty-oh.gov/,McConnelsville,1817,422,35
Morrow,Ohio,"27,659","35,033",No records found,No records found,http://www.morrowcounty.info,Mount Gilead,1848,407,86
Muskingum,Ohio,"57,150","85,231",00-00-00-00-000,10-04-03-01-000,http://www.muskingumcounty.org/,Zanesville,1804,673,127
Noble,Ohio,"16,182","14,628",00-0000000.000,10-0011104.000,N/A,Caldwell,1851,405,36
Ottawa,Ohio,"50,759","41,153",000-000000000000,100-912719263000,http://www.co.ottawa.oh.us,Port Clinton,1840,585,70
Paulding,Ohio,"29,510","19,254",00-00S-000-00,10-01S-001-00,N/A,Paulding,1820,419,46
Perry,Ohio,"14,100","35,997",000000000000,100000010000,http://www.perrycountyohiocofc.com/Govnment.htm,New Lexington,1817,412,87
Pickaway,Ohio,"28,570","56,304",000-0-000-00-000-00,120-0-001-00-395-03,http://www.pickaway.org,Circleville,1810,507,111
Portage,Ohio,"9,135","163,862",00-000-00-00-000-000,10-025-00-00-001-000,http://www.co.portage.oh.us,Ravenna,1807,504,325
Preble,Ohio,"38,500","41,732",No records found,No records found,http://www.prebco.org,Eaton,1808,426,98
Putnam,Ohio,"29,499","34,088",00-000000-0000,10-001130-0000,http://www.putnamcountyohio.gov/,Ottawa,1820,484,70
Richland,Ohio,"76,104","121,773",000-00-000-00-000,114-01-370-30-000,http://www.richlandcountyoh.us/,Mansfield,1813,500,244
Ross,Ohio,"44,025","77,910",00-00-00-000.000,10-07-05-007.000,http://www.co.ross.oh.us/,Chillicothe,1798,693,112
Sandusky,Ohio,"33,232","60,098",00- – -00 –,10- – -01 –,http://www.sandusky-county.org/,Fremont,1820,418,144
Scioto,Ohio,"58,416","78,153",00-0000.000,10-0001.000,http://www.sciotocountyohio.com,Portsmouth,1803,616,127
Seneca,Ohio,"53,553","55,914",No records found,No records found,http://www.seneca-county.com/,Tiffin,1820,553,101
Pike,Ohio,"22,222","28,367",00-000000.0000,10-000001.6000,N/A,Waverly,1815,444,64
Shelby,Ohio,"30,874","49,192",00- – -000-,10- – -002-,http://www.co.shelby.oh.us,Sidney,1819,411,120
Stark,Ohio,"193,040","375,432",00-00000,10-01161,http://www.co.stark.oh.us/,Canton,1808,581,647
Summit,Ohio,"261,277","541,824",00-00000,10-00001,http://www.co.summit.oh.us/,Akron,1840,420,1290
Trumbull,Ohio,"136,963","206,442",00-000000,10-000200,http://www.co.trumbull.oh.us/,Warren,1800,637,324
Tuscarawas,Ohio,"58,331","92,672",00 00000 000,10 01384 002,http://www.co.tuscarawas.oh.us,New Philadelphia,1808,571,162
Union,Ohio,"27,679","53,306",00-000000-00000,10-0011003-04300,http://www.co.union.oh.us/,Marysville,1820,437,122
Van Wert,Ohio,"19,199","28,459",00-000000.0000,10-000120.0000,http://www.vanwertcounty.org/,Van Wert,1820,410,69
Vinton,Ohio,"12,686","13,276",00-00000.000,10-00001.000,http://www.vintoncounty.com/index.html,McArthur,1850,415,32
Warren,Ohio,"97,277","219,169",00-00-000-000-0,10-01-100-001-0,http://www.co.warren.oh.us/,Lebanon,1803,407,538
Washington,Ohio,"60,727","61,310",0000-00000-0,1660-45600-0,http://www.washingtongov.org,Marietta,1788,640,96
Wayne,Ohio,"56,573","115,071",00-00000-000,10-00002-000,http://www.wayneohio.org,Wooster,1786,557,207
Williams,Ohio,"25,840","37,500",000-000-00-000.0,100-063-16-005.0,http://www.co.williams.oh.us,Bryan,1820,423,89
Wood,Ohio,"71,699","129,264",000-000-000000000000,169-612-020000021000,http://www.co.wood.oh.us,Bowling Green,1820,620,208
Wyandot,Ohio,"19,171","22,447",00-000000.0000,10-000500.0000,http://www.co.wyandot.oh.us/,Upper Sandusky,1845,408,55
