0,1,2,3,4,5,6,7,8,9,10
Colbert,Alabama,"42,754","54,520",00-00-00-0-000-000.000,10-04-19-0-000-001.000,http://www.colbertcounty.org/,Tuscumbia,1867,622,88
Conecuh,Alabama,"18,657","12,887",00-00-00-0-000-000.000,10-01-01-0-000-001.000,n/a,Evergreen,1818,853,15
Coosa,Alabama,"30,235","10,898",00-00-00-0-000-000.0000,10-01-01-0-000-001.0000,http://www.coosacountyal.com/,Rockford,1832,666,16
Covington,Alabama,"33,979","37,886",00-00-00-0-000-000.000,10-01-01-0-000-001.000,http://www.covcounty.com/,Andalusia,1821,"1,044",36
Crenshaw,Alabama,"17,698","13,986",00-00-00-0-000-000-0000,10-01-01-0-000-001-0000,http://www.crenshawcountyalonline.com,Luverne,1866,611,23
Cullman,Alabama,"17,698","80,811",00-00-00-0-000-000.000,10-01-01-0-001-001.000,http://www.co.cullman.al.us/,Cullman,1877,755,107
Dale,Alabama,"30,725","49,884",00-00-00-0-000-000.0000,10-01-01-0-000-001.0000,http://www.dalecountyal.org/,Ozark,1824,563,89
Dallas,Alabama,"31,414","41,996",00-00-00-0-000-000.0000,10-01-01-0-000-001.0000,http://www.dallascounty-al.org,Selma,1818,994,42
DeKalb,Alabama,"51,568","71,013",00-00-00-0-000-000.000,10-01-01-0-000-001.000,http://www.dekalbcountyal.us/,Fort Payne,1836,779,91
Elmore,Alabama,"49,081","80,902",00-00-00-0-000-000000-0,10-01-01-0-000-001000-0,http://www.elmoreco.org,Wetumpka,1866,657,123
Escambia,Alabama,"32,015","37,983",00-00-00-0-000-000.000,10-01-01-0-001-001.000,n/a,Brewton,1868,953,40
Etowah,Alabama,"73,773","103,931",00-00-00-0-000-000.000,10-01-01-0-000-001.000,http://www.etowahcounty.org,Gadsden,1866,549,189
Fayette,Alabama,"22,412","16,909",00-00-00-0-000-000.0000,10-01-01-0-000-001.0000,http://www.fayettecountyal.com/,Fayette,1824,629,27
Franklin,Alabama,"23,470","31,532",00-00-00-0-000-000.000-0,10-01-01-0-000-001.000-0,http://www.franklincountyal.org/,Russellville,1818,647,49
Geneva,Alabama,"24,412","26,727",000000000000000000,100101000100100000,http://www.genevacounty.us/,Geneva,1868,579,46
Greene,Alabama,"11,774","8,744",00-00-00-0-000-000-000-0,10-01-01-0-000-001-000-0,n/a,Eutaw,1819,660,13
Hale,Alabama,"17,145","15,406",00-00-00-0-000-0000000,10-01-01-0-000-0010000,n/a,Greensboro,1867,657,23
Henry,Alabama,"20,155","17,296",0000000000000000,1001010000001000,http://www.henrycountyal.com/,Abbeville,1819,568,30
Houston,Alabama,"59,077","103,668",00-00-00-0-000-000-000,10-01-01-0-000-001-000,http://www.houstoncounty.org,Dothan,1903,582,178
Jackson,Alabama,"47,471","52,951",00-00-00-0-000-000.000,10-01-01-0-000-001.000,http://www.jacksoncountyal.com/,Scottsboro,1819,1127,47
Jefferson,Alabama,"374,521","659,479",00-00-00-0-000-000.000,10-00-04-2-000-001.000,http://jeffconline.jccal.org/,Birmingham,1819,1124,587
Lamar,Alabama,"20,355","14,236",0000-0000000-000000,1001-0100000-010000,n/a,Vernon,1867,605,24
Lauderdale,Alabama,"54,345","92,797",00-00-00-0-000-000.000,10-01-01-0-000-001.000,http://www.lauderdalecountyonline.com/,Florence,1818,721,129
Lawrence,Alabama,"25,573","33,587",00-00-00-0-000-000.0000,10-01-01-0-000-001.0000,n/a,Moulton,1818,717,47
Lee,Alabama,"63,317","150,933",00-00-00-0-000-000.000,10-01-01-0-000-001.000,http://www.leeco.us/,Opelika,1866,616,245
Limestone,Alabama,"52,404","88,845",00-00-00-0-000-000.000,10-01-01-0-001-001.000,http://www.limestonecounty-al.gov/,Athens,1818,607,146
Lowndes,Alabama,"13,182","10,703",00-00-00-0-000-000-000-0,10-01-01-0-000-001-000-0,http://www.lowndescountycommission.com/,Hayneville,1830,725,15
Macon,Alabama,"19,764","19,688",00-00-00-0-000-000-0000,10-04-17-0-000-001-0000,n/a,Tuskegee,1832,613,32
Madison,Alabama,"177,313","346,892",00-00-00-0-000-000.000,10-02-04-0-000-001.000,http://www.co.madison.al.us/,Huntsville,1808,813,472
Marengo,Alabama,"23,535","20,155",00-00-00-0-000-000-0000,10-01-01-0-000-001-0000,http://www.marengocountyal.com/,Linden,1818,983,21
Marion,Alabama,"29,400","30,334",00-00-00-0-000-000-0000,10-01-01-0-000-001-0000,n/a,Hamilton,1818,744,41
Marshall,Alabama,"60,429","94,760",000000-0-000-000000,100101-0-000-001000,http://www.marshallco.org/,Guntersville,1836,623,152
Mobile,Alabama,"206,792","414,079",No records found,No records found,http://www.mobilecountyal.gov,Mobile,1812,1644,252
Monroe,Alabama,"25,927","22,236",00000000000000000,10010100000010000,n/a,Monroeville,1815,1034,22
Montgomery,Alabama,"100,330","226,659",00-00-00-0-000-000.000,10-01-01-1-001-001.001,http://www.mc-ala.org,Montgomery,1816,800,283
Morgan,Alabama,"67,470","119,787",00-00-00-0-000-000.000,10-01-01-0-000-001.000,http://www.co.morgan.al.us,Decatur,1818,599,200
Perry,Alabama,"11,973","10,020",00-00-00-0-000-000.0000,10-01-01-0-000-002.0000,n/a,Marion,1819,724,14
Pickens,Alabama,"24,034","19,401",00-00-00-0-000-000.000,10-01-01-0-000-001.000,n/a,Carrollton,1820,890,22
Pike,Alabama,"23,641","33,339",0000-0000000-000000,1001-0100000-010000,http://pikecommission.com/,Troy,1821,673,50
Randolph,Alabama,"28,882","22,727",00-00-00-0-000-000-0000,10-01-01-0-000-001-0000,http://www.randolphcountyalabama.gov/,Wedowee,1832,584,39
Russell,Alabama,"35,352","59,585",00-00-00-00-000-000.000,10-01-01-00-000-001.000,http://www.rcala.com/,Phenix City,1832,647,92
St. Clair,Alabama,"55,905","86,308",00-00-00-0-000-000.000,10-01-01-0-000-001.000,http://www.stclairco.com,Ashville and Pell City,1818,654,132
Shelby,Alabama,95472,"204,180",00-0-00-0-000-000-000,10-1-01-0-001-001-001,http://www.shelbyal.com,Columbiana,1818,810,252
Sumter,Alabama,"16,348","13,361",00-00-00-0-000-000.000,10-01-01-0-000-001.000,n/a,Livingston,1832,931,15
Talladega,Alabama,"54,731","81,096",00-00-00-0-000-000.000,10-07-36-0-000-001.000,http://www.talladegacountyal.org,Talladega,1832,760,107
Tallapoosa,Alabama,"41,097","41,203",00-00-00-0-000-000.0000,10-01-01-0-000-001.0000,http://www.tallaco.com,Dadeville,1832,766,54
Tuscaloosa,Alabama,"107,333","200,821",00-00-00-0-000-000.000,10-02-03-0-000-001.000,http://www.tuscco.com,Tuscaloosa,1818,1351,149
Walker,Alabama,"57,993","65,998",00-00-00-0-000-000-000Z,10-00-04-0-000-050-458Z,http://www.walkercounty.com,Jasper,1823,805,82
Washington,Alabama,"26,812","16,877",000000000000000000,100128000000100000,n/a,Chatom,1800,1089,16
Wilcox,Alabama,"16,868","11,307",00-00-00-0-000-000-000-0,10-01-01-0-000-002-000-0,n/a,Camde,1819,907,12
Winston,Alabama,"31,224","24,146",00-00-00-0-000-000.000,10-01-01-0-000-001.000,n/a,Double Springs,1858,632,38
