0,1,2,3,4,5,6,7,8,9,10
Plaquemines,Louisiana,"16,021","23,550",0000000,1000200,http://www.plaqueminesparish.com/,Pointe A La Hache,1807,"2,567",9
Pointe Coupee,Louisiana,"16,997","22,499",No records found,No records found,http://www.pcpolicejury.org,New Roads,1807,591,38
Rapides,Louisiana,"72,795","132,723",0-0-00000-0,1-1-44001-2,http://www.rppj.com,Alexandria,1807,"1,362",97
Red River,Louisiana,"9,986","8,894",000000000,100000100,http://rrppj.org/,Coushatta,1871,402,22
Richland,Louisiana,"17,862","20,857",000000000,100000601,n/a,Rayville,1852,565,37
Sabine,Louisiana,"31,428","24,235",No records found,No records found,n/a,Many,1843,"1,012",24
St. Bernard,Louisiana,n/a,"43,482",000000000000,100100100004,http://www.sbpg.net/,Chalmette,1807,"2,158",20
St. Charles,Louisiana,"37,476","52,617",000000000000,100100000001,http://www.stcharlesparish-la.gov/,Hahnville,1807,411,128
St. Helena,Louisiana,n/a,"10,875",No records found,No records found,http://sthelenaparish.la.gov/,Greensburg,1810,409,27
St. James,Louisiana,"10,089","21,752",000000000,100000000,http://www.stjamesla.com,Convent,1807,258,84
St. John the Baptist,Louisiana,"23,588","43,761",0000000000,1000053420,http://www.sjbparish.com,Edgard,1807,348,126
St. Landry,Louisiana,"56,688","83,454",0000000000,1100000950,http://www.stlandryparishgovernment.org/ *Website Not Available,Opelousas,1807,939,89
St. Martin,Louisiana,"36,804","52,936",0000000000,1000001227,http://www.stmartinparish-la.org,Saint Martinville,1815,816,65
St. Mary,Louisiana,"43,928","53,543",0000000000,1034364001,http://stmaryparishla.gov/,Franklin,1811,"1,119",48
St. Tammany,Louisiana,"60,944","242,333",000-000-0000,101-000-0019,http://www.stpgov.org,Covington,1810,"1,124",216
Tangipahoa,Louisiana,"68,973","125,412",00000000,10291295,http://www.tangipahoa.org,Amite,1843,823,152
Tensas,Louisiana,"8,060","4,908",No records found,No records found,n/a,Saint Joseph,1843,641,8
Terrebonne,Louisiana,"53,013","112,749",00000,10000,http://www.tpcg.org,Houma,1822,"2,082",54
Union,Louisiana,"6,051","22,344",000-R,100-R,n/a,Farmerville,1839,905,25
Vermilion,Louisiana,"25,976","59,253",R0000000,R1100400,http://vermilionparishpolicejury.com/,Abbeville,1844,"1,542",38
Vernon,Louisiana,"6,169","52,606",000-000-0000,110-871-1887,http://www.vppjla.com/,Leesville,1871,"1,341",39
Washington,Louisiana,"33,018","46,419",000-0000000,113-1401594,http://www.wpgov.org/,Franklinton,1819,676,69
Webster,Louisiana,"55,047","40,678",000000,100002,http://www.wppj.org,Minden,1871,615,66
West Baton Rouge,Louisiana,"11,236","24,573",000000000000,103100000100,http://www.wbrcouncil.org,Port Allen,1807,204,121
West Carroll,Louisiana,"6,750","11,465",000000000,100000100,n/a,Oak Grove,1877,361,32
West Feliciana,Louisiana,"5,985","15,444",000000000,100000007,http://www.wfparish.org/,Saint Francisville,1824,426,36
Winn,Louisiana,n/a,"14,813",000-000000A,100-010510A,n/a,Winnfield,1852,957,15
